project_id,fleet_id,site_id,vehicle_id,model,manufacturer,model_year,vehicle_type,vocation,vehicle_class_size,body_type,body_manufacturer,power,torque,drivetrain_type,main_energy_source_units,main_energy_source_capacity,range_units,nominal_total_range,charging_h2_connector_type,is_plug_in,is_hybrid,if_hybrid_range_from_main_energy_source,if_hybrid_range_from_secondary_energy_source,h2_pressure,ev_max_charge,fuel_cell_h2_acceptance_rate,fuel_on_site,fuel_public,is_operated_in_dac,expected_deployment_date,actual_deployment_date,deployment_end_date,cause_of_deployment_delay,brake_replacement_rates,tire_replacement_rates,num_drivers,electric_motor_type,electric_motor_model
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-22,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-23,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-24,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-25,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-26,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-27,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-28,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-Stockton,SSAM-STO-FL-01,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-Stockton,SSAM-STO-FL-02,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-Stockton,SSAM-STO-FL-03,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-Stockton,SSAM-STO-FL-04,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-Stockton,SSAM-STO-FL-05,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-Stockton,SSAM-STO-FL-06,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-RC-01,Zephir LOK 22.150 E Railcar Mover,Zephir/Papé,,Other,Heavy-haul locomotive,,Railcar Mover,Zephir/Papé,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-RTG-01,ZPMC converted electric Rubber-Tired Gantry Cranes,Cavotec,,Other,"Freight, Local",,Other,Cavotec,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-RTG-02,ZPMC converted electric Rubber-Tired Gantry Cranes,Cavotec,,Other,"Freight, Local",,Other,Cavotec,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-RTG-03,ZPMC converted electric Rubber-Tired Gantry Cranes,Cavotec,,Other,"Freight, Local",,Other,Cavotec,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-RTG-04,ZPMC converted electric Rubber-Tired Gantry Cranes,Cavotec,,Other,"Freight, Local",,Other,Cavotec,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-RTG-05,ZPMC converted electric Rubber-Tired Gantry Cranes,Cavotec,,Other,"Freight, Local",,Other,Cavotec,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-RTG-06,ZPMC converted electric Rubber-Tired Gantry Cranes,Cavotec,,Other,"Freight, Local",,Other,Cavotec,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-RTG-07,ZPMC converted electric Rubber-Tired Gantry Cranes,Cavotec,,Other,"Freight, Local",,Other,Cavotec,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-RTG-08,ZPMC converted electric Rubber-Tired Gantry Cranes,Cavotec,,Other,"Freight, Local",,Other,Cavotec,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-RTG-09,ZPMC converted electric Rubber-Tired Gantry Cranes,Cavotec,,Other,"Freight, Local",,Other,Cavotec,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-NWTL,,NWTL-NWTL-Tug-01,,,,Other,,,,,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-MSON,MSON-LongBeach,MSON-LB-OGV-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G17-ZNZE-01,G17-ZNZE-01-MSON,MSON-Oakland,MSON-LB-OGV-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G17-ZNZE-10,G17-ZNZE-10-TYTL,,Ocean 1,T680,Kenworth,2019,Heavy-duty Truck,Freight,Class 8,Day Cab Tractor,Kenworth,335,2235,Fuel Cell,kg,30,,,,,False,Not Applicable,Not Applicable,,Not Applicable,,true,false,,,2021-07-07 00:00:00,,,,,1,,PACCAR MX-13
G17-ZNZE-10,G17-ZNZE-10-TYTL,,Ocean 2,T680,Kenworth,2019,Heavy-duty Truck,Freight,Class 8,Day Cab Tractor,Kenworth,335,2235,Fuel Cell,kg,30,,,,,False,Not Applicable,Not Applicable,,Not Applicable,,true,false,,,2021-07-15 00:00:00,,,,,1,,PACCAR MX-13
G17-ZNZE-10,G17-ZNZE-10-TYTL,,Ocean 3,T680,Kenworth,2019,Heavy-duty Truck,Freight,Class 8,Day Cab Tractor,Kenworth,335,2235,Fuel Cell,kg,30,,,,,False,Not Applicable,Not Applicable,,Not Applicable,,true,false,,,2021-06-08 00:00:00,,,,,1,,PACCAR MX-13
G17-ZNZE-10,G17-ZNZE-10-TYTL,,Ocean 5,T680,Kenworth,2019,Heavy-duty Truck,Freight,Class 8,Day Cab Tractor,Kenworth,335,2235,Fuel Cell,kg,30,,,,,False,Not Applicable,Not Applicable,,Not Applicable,,true,false,,,2021-07-26 00:00:00,,,,,1,,PACCAR MX-13
G17-ZNZE-10,G17-ZNZE-10-SCE1,,Ocean 4,T680,Kenworth,2019,Heavy-duty Truck,Freight,Class 8,Day Cab Tractor,Kenworth,335,2235,Fuel Cell,kg,30,,,,,False,Not Applicable,Not Applicable,,Not Applicable,,true,false,,,2021-05-12 00:00:00,,,,,1,,PACCAR MX-13
G17-ZNZE-10,G17-ZNZE-10-UPSE,,Ocean 6,T680,Kenworth,2019,Heavy-duty Truck,Freight,Class 8,Day Cab Tractor,Kenworth,335,2235,Fuel Cell,kg,30,,,,,False,Not Applicable,Not Applicable,,Not Applicable,,true,false,,,2021-10-29 00:00:00,,,,,1,,PACCAR MX-13
G17-ZNZE-10,G17-ZNZE-10-UPSE,,Ocean 9,T680,Kenworth,2019,Heavy-duty Truck,Freight,Class 8,Day Cab Tractor,Kenworth,335,2235,Fuel Cell,kg,30,,,,,False,Not Applicable,Not Applicable,,Not Applicable,,true,false,,,2021-10-29 00:00:00,,,,,1,,PACCAR MX-13
G17-ZNZE-10,G17-ZNZE-10-UPSE,,Ocean 10,T680,Kenworth,2019,Heavy-duty Truck,Freight,Class 8,Day Cab Tractor,Kenworth,335,2235,Fuel Cell,kg,30,,,,,False,Not Applicable,Not Applicable,,Not Applicable,,true,false,,,2021-10-29 00:00:00,,,,,1,,PACCAR MX-13
G17-ZNZE-10,G17-ZNZE-10-TTSI,,Ocean 7,T680,Kenworth,2019,Heavy-duty Truck,Freight,Class 8,Day Cab Tractor,Kenworth,335,2235,Fuel Cell,kg,30,,,,,False,Not Applicable,Not Applicable,,Not Applicable,,true,false,,,2021-10-29 00:00:00,,,,,1,,PACCAR MX-13
G17-ZNZE-10,G17-ZNZE-10-TTSI,,Ocean 8,T680,Kenworth,2019,Heavy-duty Truck,Freight,Class 8,Day Cab Tractor,Kenworth,335,2235,Fuel Cell,kg,30,,,,,False,Not Applicable,Not Applicable,,Not Applicable,,true,false,,,2021-10-29 00:00:00,,,,,1,,PACCAR MX-13
G17-ZNZE-10,G17-ZNZE-10-TYTL,,TYTL-FORKLIFT-01,,Toyota,,Forklift,Freight,,Forklift,,10.5,,Bettery-Electric,kWh,26.2,,,,,,,,,,,,,,,,,,,,1,Induction,
G17-ZNZE-10,G17-ZNZE-10-TYTL,,TYTL-FORKLIFT-02,,Toyota,,Forklift,Freight,,Forklift,,10.5,,Bettery-Electric,kWh,26.2,,,,,,,,,,,,,,,,,,,,1,Induction,
G17-ZNZE-10,G17-ZNZE-10-TYTL,,TYTL-FORKLIFT-03,,Toyota,,Forklift,Freight,,Forklift,,10.5,,Bettery-Electric,kWh,26.2,,,,,,,,,,,,,,,,,,,,1,Induction,
G17-ZNZE-10,G17-ZNZE-10-POH,,POH-FORKLIFT-01,,Toyota,,Forklift,Freight,,Forklift,,10.5,,Bettery-Electric,kWh,26.2,,,,,,,,,,,,,,,,,,,,1,Induction,
G17-ZNZE-10,G17-ZNZE-10-POH,,POH-FORKLIFT-02,,Toyota,,Forklift,Freight,,Forklift,,10.5,,Bettery-Electric,kWh,26.2,,,,,,,,,,,,,,,,,,,,1,Induction,
