project_id,fleet_id,site_id,vehicle_id,model,manufacturer,model_year,vehicle_type,vocation,vehicle_class_size,body_type,body_manufacturer,power,torque,drivetrain_type,main_energy_source_units,main_energy_source_capacity,range_units,nominal_total_range,charging_h2_connector_type,is_plug_in,is_hybrid,if_hybrid_range_from_main_energy_source,if_hybrid_range_from_secondary_energy_source,h2_pressure,ev_max_charge,fuel_cell_h2_acceptance_rate,fuel_on_site,fuel_public,is_operated_in_dac,expected_deployment_date,actual_deployment_date,deployment_end_date,cause_of_deployment_delay,brake_replacement_rates,tire_replacement_rates,num_drivers,electric_motor_type,electric_motor_model
G16-ZTRK-01,G16-ZTRK-01-GWSF,SanF-01-01,SanFEV-10,BYD T7 2017,BYD,2017,Box Truck,"Freight, Local",Class 6,Box Truck,BYD,150,550,Battery-electric,kWh,175,,,Conductive proprietary,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,True,2018-12-01 00:00:00,2020-01-19 00:00:00,,Build quality oversights and liftgate malfunction,,,1,Permanent magnet,TYC-150A
G16-ZTRK-01,G16-ZTRK-01-GWSF,SanF-01-01,SanFEV-11,BYD T9MC 2017,BYD,2017,Debris Hauler,"Freight, Local",Class 8,Debris Hauler,BYD,300,1100,Battery-electric,kWh,350,,,Conductive proprietary,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,True,2019-03-19 00:00:00,2019-03-19 00:00:00,,Tarp system failure,,,1,,TYC-180A
G16-DEMO-02,G16-DEMO-02-TTSI,POLA-01,FC3,,Navistar,2018,Heavy-duty vehicle,"Freight, Long haul",Class 8,Specialty Hauling,,367,3930,,kg,25,,,,True,True,,,,Not Applicable ,2.7,true,,,,,,,,,1,,FCe 80kW
G16-DEMO-02,G16-DEMO-02-TTSI,POLA-01,FC4,,Navistar,2018,Heavy-duty vehicle,"Freight, Long haul",Class 8,Specialty Hauling,,367,3930,,kg,25,,,,True,True,,,,Not Applicable ,2.7,true,,,,,,,,,1,,FCe 80kW
G16-DEMO-02,G16-DEMO-02-TTSI,POLA-01,FC5,,Navistar,2018,Heavy-duty vehicle,"Freight, Long haul",Class 8,Specialty Hauling,,367,3930,,kg,25,,,,True,True,,,,Not Applicable ,2.7,true,,,,,,,,,1,,FCe 80kW
G16-DEMO-02,G16-DEMO-02-DAYL,Fontana-01,FC6,,Peterbilt,2018,Heavy-duty vehicle,"Freight, Long haul",Class 8,Specialty Hauling,,,,,kg,,,,,True,True,,,,Not Applicable ,,true,,,,,,,,,1,,
G16-DEMO-02,G16-DEMO-02-DAYL,Fontana-01,FC7,,Peterbilt,2018,Heavy-duty vehicle,"Freight, Long haul",Class 8,Specialty Hauling,,,,,kg,,,,,True,True,,,,Not Applicable ,,true,,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-01,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,2021-01-01 00:00:00,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-02,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,2021-01-01 00:00:00,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-03,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,2021-01-01 00:00:00,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-04,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,2021-01-01 00:00:00,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-05,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,2021-01-01 00:00:00,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-06,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,2021-01-01 00:00:00,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-07,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,2021-01-01 00:00:00,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-08,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,2021-02-01 00:00:00,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-09,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,2021-02-01 00:00:00,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-10,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-11,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-12,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-13,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-14,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-15,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-16,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-17,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-18,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-19,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-20,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-21,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-22,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-23,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-24,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-25,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-26,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-27,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-28,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-29,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-30,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-31,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-32,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-LongBeach,SSAM-LB-YT-33,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-Oakland,SSAM-OAK-YT-01,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-Oakland,SSAM-OAK-YT-02,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-Oakland,SSAM-OAK-YT-03,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-Oakland,SSAM-OAK-YT-04,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-SSAM,SSAM-Oakland,SSAM-OAK-YT-05,Dina eHustler,TransPower/Meritor,,Yard Tractor,"Freight, Local",,Other,TransPower/Meritor,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEO,STE-Oakland,STE-OAK-TH-01,Taylor ZLC-906 ,BYD,,Top Handler,"Freight, Local",,Other,BYD,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEO,STE-Oakland,STE-OAK-TH-02,Taylor ZLC-906 ,BYD,,Top Handler,"Freight, Local",,Other,BYD,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEO,STE-Oakland,STE-OAK-DT-01,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,300,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEO,STE-Oakland,STE-OAK-DT-02,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,300,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEO,STE-Oakland,STE-OAK-DT-03,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,300,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEO,STE-Oakland,STE-OAK-DT-04,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,300,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEO,STE-Oakland,STE-OAK-DT-05,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,300,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEO,STE-Oakland,STE-OAK-DT-06,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,300,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEO,STE-Oakland,STE-OAK-DT-07,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,300,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEO,STE-Oakland,STE-OAK-DT-08,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,300,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEO,STE-Oakland,STE-OAK-DT-09,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,300,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEO,STE-Oakland,STE-OAK-DT-10,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,300,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEL,STE-LongBeach,STE-LB-DT-01,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,370,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEL,STE-LongBeach,STE-LB-DT-02,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,370,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEL,STE-LongBeach,STE-LB-DT-03,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,370,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEL,STE-LongBeach,STE-LB-DT-04,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,370,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-STEL,STE-LongBeach,STE-LB-DT-05,Peterbilt 579EV,Paccar,,Heady-duty Truck,Long Haul,Class 8,Drayage Truck,Paccar,370,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-01,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-02,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-03,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-04,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-05,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-06,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-07,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-08,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-09,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-10,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-11,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-12,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-13,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-14,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-15,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-16,World Lift WFE80 8k-lb forklift,XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-17,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-18,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-19,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-20,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
G17-ZNZE-01,G17-ZNZE-01-PSTO,PSTO,PSTO-STO-FL-21,Custom Wiggins Yard eBull (36k-lb forklift),XL Lifts,,Forklift,"Freight, Local",,Other,XL Lifts,,,Battery-electirc,kWh,,,,,True,False,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,true,false,,,,,,,,1,,
