#VIN,Vehicle Fuel Type,Drivetrain Type,ZEP Certified?,Vehicle Model Year,Vehicle Classification,NZEV - All Electric Miles,Credit for ACC (Class 2b-3),Sold to Ultimate Purchaser?,State of Sale,Low Volume Exception?
3HAEUMML0NL381571,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMMM6NL330939,D,NA,N,2021,C67,,N,Y,CA,N
3HAEETAL5NL319983,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML7NL254879,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML0NL817528,D,NA,N,2021,C67,,N,Y,CA,N
3HAEUMML3NL201113,D,NA,N,2021,C67,,N,Y,CA,N
3HAEETAR2NL866293,D,NA,N,2021,C67,,N,Y,CA,N
3HSDZAPR5NN843411,D,NA,N,2021,C78T,,N,Y,CA,N
3HSDYAPN7NN674346,D,NA,N,2021,C78T,,N,Y,CA,N
3HAEUMML9NL349492,D,NA,N,2021,C67,,N,Y,CA,N
3HAEHTAT1NL246795,D,NA,N,2021,C67,,N,Y,CA,N
3HAEDTAN4NL237649,D,NA,N,2021,C67,,N,Y,CA,N
1HTKJPVK0MH814717,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVK0MH803616,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVK9MH699742,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVM4MH663054,D,NA,N,2021,C67,,N,Y,CA,N
1HTKJPVK4MH635161,D,NA,N,2021,C45,,N,Y,CA,N
1HTKJPVK6MH635159,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVM9MH623827,D,NA,N,2021,C67,,N,Y,CA,N
1HTKJPVK0MH615506,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVK8MH615071,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVK6MH614355,D,NA,N,2021,C45,,N,Y,CA,N
1HTKJPVKXMH611866,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVM2MH611809,D,NA,N,2021,C67,,N,Y,CA,N
1HTKHPVM9MH608065,D,NA,N,2021,C67,,N,Y,CA,N
1HTKHPVM0MH611808,D,NA,N,2021,C67,,N,Y,CA,N
1HTKHPVM9MH611810,D,NA,N,2021,C67,,N,Y,CA,N
1HTKHPVM0MH611811,D,NA,N,2021,C67,,N,Y,CA,N
1HTKHPVM6MH611814,D,NA,N,2021,C67,,N,Y,CA,N
1HTKHPVK0MH614349,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVK7MH614350,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVK9MH614351,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVK0MH614352,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVK2MH614353,D,NA,N,2021,C45,,N,Y,CA,N
1HTKSSWK8MH559197,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVK4MH614354,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVK8MH614356,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVKXMH614357,D,NA,N,2021,C45,,N,Y,CA,N
1HTKHPVKXMH615024,D,NA,N,2021,C45,,N,Y,CA,N
