#VIN,Vehicle Fuel Type,Drivetrain Type,ZEP Certified?,Vehicle Model Year,Vehicle Classification,NZEV - All Electric Miles,Credit for ACC (Class 2b-3),Sold to Ultimate Purchaser?,State of Sale,Low Volume Exception?
1N6AF0LY6MN803504,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY6MN803857,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY6MN804085,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY6MN804586,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY6MN804667,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY6MN804698,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY6MN805804,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY6MN806029,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY6MN807570,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY6MN810436,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY6MN810808,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY6MN811022,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN800157,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN800255,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN800370,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN800451,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN800501,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN800868,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN801891,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN802507,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN802619,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN802653,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN802720,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN802829,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN803379,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN803513,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN803592,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN803950,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN804130,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN804175,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN804192,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN806069,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN806248,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN806458,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN807478,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN808436,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN808842,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY7MN809649,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN800071,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN800149,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN800216,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN801169,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN801706,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN802631,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN802659,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN802824,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN803293,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN803620,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN803651,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN804475,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN804850,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN805884,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN806081,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN806713,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN806789,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN807568,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN807702,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY8MN808414,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN800001,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN800080,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN800094,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN800158,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN800175,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN800340,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN800404,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN800841,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN800922,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN800953,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN801102,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN801410,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN801746,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN802430,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN802573,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN802718,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN802797,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN803478,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN803500,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN803576,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN803755,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN804050,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN804128,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN804470,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN804503,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN804873,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN804937,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN807580,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN807613,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN809345,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LY9MN811208,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN800038,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN800136,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN800170,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN800198,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN800265,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN800282,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN800296,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN800301,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN800525,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN801335,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN801450,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN801738,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN802551,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN802629,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN802727,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN803442,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN803487,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN803523,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN803604,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN803618,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN803666,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN803781,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN804137,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN804297,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN804770,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN804879,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN806177,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN807572,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN807636,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN807667,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN807944,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN809662,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6AF0LYXMN810911,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN800083,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN800150,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN800181,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN800228,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN800326,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN800357,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN800388,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN800407,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN800617,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN801220,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN801699,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN801850,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN801900,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN802125,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN802240,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN802514,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN802674,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN803078,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN803226,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN803288,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN803307,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN803517,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN803548,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN803596,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN803744,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN803789,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN803811,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN804201,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN804215,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN804456,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN804652,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN805090,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN805106,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN805140,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN805199,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN805719,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN806725,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN807115,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN808166,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN808202,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN808300,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN808328,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN808376,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM0MN810712,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN800030,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN800240,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN800268,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN800514,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN800612,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN801226,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN801534,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN801825,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN801890,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN802151,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN802229,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN803090,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN803106,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN803123,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN803302,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN803428,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN803557,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN803591,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN803607,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN803638,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN803641,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN803753,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN803784,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN804157,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN804241,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN804353,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN804398,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN804417,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN804465,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN804594,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN804630,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN804692,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN804725,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN804773,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN804918,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN805051,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN805079,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN805339,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN805843,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN805888,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN806152,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN806278,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN806894,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN807026,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN807091,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN807219,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN807530,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN807950,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN808175,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN808659,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM1MN808774,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN800148,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN800201,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN800375,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN800392,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN800666,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN801171,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN801302,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN801364,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN801851,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN801929,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN801994,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN802692,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN803129,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN803261,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN803289,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN803650,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN803714,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN804040,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN804703,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN804782,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN804975,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN805009,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN805110,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN805298,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN805883,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN806189,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN806774,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN807505,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN807844,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN808251,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN808363,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN809884,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM2MN811280,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN800045,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN800093,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN800126,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN800367,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN800417,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN800420,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN801163,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN801289,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN801325,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN801356,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN801647,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN801745,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN801924,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN801955,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN802054,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803088,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803124,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803186,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803219,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803222,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803351,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803429,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803530,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803561,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803589,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803656,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803916,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803933,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN803981,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN804225,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN804239,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN804385,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN804600,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN804662,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN804757,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN804788,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN804841,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN804869,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN804984,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN805049,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN805052,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN805181,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN805293,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN806217,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN806640,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN806671,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN806847,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN806878,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN807139,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN807187,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN807724,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN807755,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN808162,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN808288,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN808310,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM3MN808369,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN800037,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN800085,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN800099,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN800135,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN800247,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN800264,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN800278,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN800281,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN800331,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN800359,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN800636,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN800734,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN801009,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN801298,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN801804,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
1N6BF0KM4MN801902,G,NA  ,N,MY21,C2b3   ,,N,,CA,N
